"gene","Tissue","alt_allele_count","ref_allele_count","total_count","inv_allele_ratio","ref_allele_ratio","pvalue","padjust"
"DUSP15","Raphe",5,1,6,0.833,0.167,0.21875,0.303819444444445
"EMC8","Raphe",30,28,58,0.517,0.483,0.895683213889592,0.938180464845871
"FANCA","Raphe",45,38,83,0.542,0.458,0.510409941681237,0.617431381066013
"GAN","Raphe",347,265,612,0.567,0.433,0.0010432630671405,0.00205907184304046
"GAS8","Raphe",402,422,824,0.488,0.512,0.508061825617218,0.617431381066013
"GINS2","Raphe",211,160,371,0.569,0.431,0.0093431044848858,0.016296112473638
"GSE1","Raphe",3,5,8,0.375,0.625,0.7265625,0.821422854069757
"HAS3","Raphe",22,24,46,0.478,0.522,0.882995912122399,0.938180464845871
"HSBP1","Raphe",8054,10442,18496,0.435,0.565,3.76875089518807e-69,4.0379473877015e-68
"HSD17B2","Raphe",12,1,13,0.923,0.077,0.00341796875,0.006103515625
"JPH3","Raphe",73,67,140,0.521,0.479,0.672756503614511,0.788386527673255
"KCNG4","Raphe",61,56,117,0.521,0.479,0.711703276927941,0.821196088763008
"KIAA0513","Raphe",25,168,193,0.13,0.87,3.26489685913748e-27,2.04056053696093e-26
"KLHDC4","Raphe",160,183,343,0.466,0.534,0.234831005158269,0.314505810479824
"KLHL36","Raphe",27,166,193,0.14,0.86,1.32596429220708e-25,7.6497939935024e-25
"LOC106888094","Raphe",299,176,475,0.629,0.371,1.82027242316544e-08,5.46081726949633e-08
"LOC106888173","Raphe",2119,1295,3414,0.621,0.379,1.74702515493915e-45,1.45585429578262e-44
"LOC106888185","Raphe",232,134,366,0.634,0.366,3.40470368302709e-07,9.11974200810827e-07
"LOC106888384","Raphe",66,89,155,0.426,0.574,0.0768759712533239,0.120118705083319
"MC1R","Raphe",12,5,17,0.706,0.294,0.143463134765625,0.206917982835036
"MLYCD","Raphe",964,1134,2098,0.459,0.541,0.00022294187119546,0.00049178353940175
"MPHOSPH6","Raphe",1733,1682,3415,0.507,0.493,0.392217946555137,0.507178379166126
"MTHFSD","Raphe",27,24,51,0.529,0.471,0.779767930553075,0.860038158698245
"MVD","Raphe",101,676,777,0.13,0.87,2.99272148616083e-105,7.48180371540207e-104
"NIP7","Raphe",2630,2383,5013,0.525,0.475,0.000510679051420768,0.00106391469045993
"PIEZO1","Raphe",28,35,63,0.444,0.556,0.449962536290225,0.562453170362781
"PKD1L2","Raphe",5,15,20,0.25,0.75,0.0413894653320313,0.0674828239109206
"PLCG2","Raphe",407,170,577,0.705,0.295,2.07706272176456e-23,1.03853136088228e-22
"PPP1R3E","Raphe",7,13,20,0.35,0.65,0.263175964355469,0.346284163625617
"RPL13","Raphe",3229,2758,5987,0.539,0.461,1.22223222899696e-09,3.98553987716399e-09
"SDR42E1","Raphe",375,197,572,0.656,0.344,8.59846141654983e-14,2.9312936647329e-13
"SLC22A31","Raphe",205,261,466,0.44,0.56,0.0107617982022151,0.0183439742083212
"SLC7A5","Raphe",71,537,608,0.117,0.883,1.64311980533698e-89,3.08084963500683e-88
"SNTB2","Raphe",54,70,124,0.435,0.565,0.177731677611664,0.251507090959902
"SPATA2L","Raphe",5059,3272,8331,0.607,0.393,6.58431994271184e-86,9.87647991406776e-85
"SPG7","Raphe",4769,5182,9951,0.479,0.521,3.61680760343719e-05,8.22001728053907e-05
"SPIRE2","Raphe",3764,3364,7128,0.528,0.472,2.27716262920459e-06,5.69290657301146e-06
"TANGO6","Raphe",909,1367,2276,0.399,0.601,7.14839932450364e-22,3.15370558433984e-21
"TCF25","Raphe",517,888,1405,0.368,0.632,3.1143600234642e-23,1.45985626099884e-22
"TERF2","Raphe",1671,1217,2888,0.579,0.421,2.99781340172851e-17,1.12418002564819e-16
"TLDC1","Raphe",55,57,112,0.491,0.509,0.924775093657227,0.950111397593041
"TMED6","Raphe",1,3,4,0.25,0.75,0.625,0.744047619047619
"TUBB3","Raphe",532,2,534,0.996,0.004,5.08019514126339e-156,1.90507317797377e-154
"USP10","Raphe",61,120,181,0.337,0.663,1.3777507151025e-05,3.22910323852148e-05
"UTP4","Raphe",734,619,1353,0.542,0.458,0.00192938568831529,0.00371035709291403
"VPS4A","Raphe",7344,7335,14679,0.5,0.5,0.947354183175151,0.953186978678464
"VPS9D1","Raphe",1978,933,2911,0.679,0.321,2.95534719638108e-85,3.69418399547636e-84
"WFDC1","Raphe",0,4,4,0,1,0.125,0.183823529411765
"ZC3H18","Raphe",36,39,75,0.48,0.52,0.817553850550988,0.888645489729334
"ZCCHC14","Raphe",5,104,109,0.046,0.954,3.77813381138914e-25,2.02400025610132e-24
"ZNF276","Raphe",796,677,1473,0.54,0.46,0.00209785828363431,0.00393348428181433
