"gene","Tissue","alt_allele_count","ref_allele_count","total_count","inv_allele_ratio","ref_allele_ratio","pvalue","padjust"
"HSBP1","Ventral tegmental area and substantia nigra",8885,11423,20308,0.438,0.562,4.44458937357417e-71,4.16680253772578e-70
"HSD17B2","Ventral tegmental area and substantia nigra",43,0,43,1,0,2.27373675443232e-13,8.12048840868687e-13
"JPH3","Ventral tegmental area and substantia nigra",70,71,141,0.496,0.504,1,1
"KCNG4","Ventral tegmental area and substantia nigra",70,49,119,0.588,0.412,0.0662913312527958,0.103580205082493
"KIAA0513","Ventral tegmental area and substantia nigra",39,195,234,0.167,0.833,3.87094160621702e-26,1.81450387791423e-25
"KLHDC4","Ventral tegmental area and substantia nigra",154,196,350,0.44,0.56,0.028268850510115,0.0481855406422414
"KLHL36","Ventral tegmental area and substantia nigra",29,186,215,0.135,0.865,3.07196209817475e-29,1.77228582587005e-28
"LOC106888094","Ventral tegmental area and substantia nigra",316,189,505,0.626,0.374,1.7430597363793e-08,5.02805693186335e-08
"LOC106888173","Ventral tegmental area and substantia nigra",2685,1230,3915,0.686,0.314,2.61910738304166e-122,4.91082634320312e-121
"LOC106888185","Ventral tegmental area and substantia nigra",307,181,488,0.629,0.371,1.27642610256422e-08,3.82927830769265e-08
"LOC106888384","Ventral tegmental area and substantia nigra",88,123,211,0.417,0.583,0.0190356329818916,0.0339922017533779
"MC1R","Ventral tegmental area and substantia nigra",10,4,14,0.714,0.286,0.1795654296875,0.249396430121528
"MLYCD","Ventral tegmental area and substantia nigra",1079,1291,2370,0.455,0.545,1.44498719712281e-05,3.18747175835913e-05
"MPHOSPH6","Ventral tegmental area and substantia nigra",1758,1662,3420,0.514,0.486,0.104262614956956,0.1533273749367
"MTHFSD","Ventral tegmental area and substantia nigra",25,22,47,0.532,0.468,0.770866994573028,0.850220949896722
"MVD","Ventral tegmental area and substantia nigra",94,731,825,0.114,0.886,5.34529899026506e-123,1.33632474756627e-121
"NIP7","Ventral tegmental area and substantia nigra",2783,2410,5193,0.536,0.464,2.41319519240636e-07,6.0329879810159e-07
"PIEZO1","Ventral tegmental area and substantia nigra",38,45,83,0.458,0.542,0.510409941681237,0.607630882953854
"PKD1L2","Ventral tegmental area and substantia nigra",6,12,18,0.333,0.667,0.237884521484375,0.313005949321546
"PLCG2","Ventral tegmental area and substantia nigra",481,172,653,0.737,0.263,9.63885715978254e-35,6.02428572486409e-34
"PPP1R3E","Ventral tegmental area and substantia nigra",9,13,22,0.409,0.591,0.523467063903809,0.613437965512276
"RPL13","Ventral tegmental area and substantia nigra",3445,3011,6456,0.534,0.466,7.00946382757282e-08,1.81279236919987e-07
"SDR42E1","Ventral tegmental area and substantia nigra",399,192,591,0.675,0.325,1.10681903738362e-17,4.36902251598796e-17
"SLC22A31","Ventral tegmental area and substantia nigra",193,210,403,0.479,0.521,0.425476545591161,0.514689369666727
"SLC7A5","Ventral tegmental area and substantia nigra",82,592,674,0.122,0.878,3.25536781511369e-96,4.06920976889211e-95
"SNTB2","Ventral tegmental area and substantia nigra",72,73,145,0.497,0.503,1,1
"SPATA2L","Ventral tegmental area and substantia nigra",5383,3353,8736,0.616,0.384,1.96467788557909e-105,2.94701682836864e-104
"SPG7","Ventral tegmental area and substantia nigra",4997,5197,10194,0.49,0.51,0.048721602156662,0.0794373948206445
"SPIRE2","Ventral tegmental area and substantia nigra",4365,3990,8355,0.522,0.478,4.27130459568178e-05,9.15279556217524e-05
"TANGO6","Ventral tegmental area and substantia nigra",874,1513,2387,0.366,0.634,1.99747771366559e-39,1.36191662295381e-38
"TCF25","Ventral tegmental area and substantia nigra",522,943,1465,0.356,0.644,2.19309641207754e-28,1.17487307789868e-27
"TERF2","Ventral tegmental area and substantia nigra",1755,1255,3010,0.583,0.417,7.78829410318007e-20,3.2451225429917e-19
"TLDC1","Ventral tegmental area and substantia nigra",52,55,107,0.486,0.514,0.846802075189196,0.920437038249126
"TMED6","Ventral tegmental area and substantia nigra",2,4,6,0.333,0.667,0.6875,0.769589552238806
"TUBB3","Ventral tegmental area and substantia nigra",576,2,578,0.997,0.003,3.38276247083596e-169,1.26853592656349e-167
"USP10","Ventral tegmental area and substantia nigra",66,122,188,0.351,0.649,5.36829518620379e-05,0.000108816794314942
"UTP4","Ventral tegmental area and substantia nigra",776,654,1430,0.543,0.457,0.00136720394551928,0.00250098282716941
"VPS4A","Ventral tegmental area and substantia nigra",7595,7446,15041,0.505,0.495,0.227520783526809,0.304715335080547
"VPS9D1","Ventral tegmental area and substantia nigra",1881,909,2790,0.674,0.326,4.96887463226803e-77,5.3237942488586e-76
"WFDC1","Ventral tegmental area and substantia nigra",0,4,4,0,1,0.125,0.180288461538462
"ZC3H18","Ventral tegmental area and substantia nigra",44,44,88,0.5,0.5,1,1
"ZCCHC14","Ventral tegmental area and substantia nigra",7,116,123,0.057,0.943,1.4200088046486e-26,7.10004402324302e-26
"ZNF276","Ventral tegmental area and substantia nigra",955,812,1767,0.54,0.46,0.000725534761555223,0.00136037767791604
