"GID","ALTERNATIVE_SYMBOL"
"106894089","LOC106894089"
"106894090","CCDC171"
"106894092","LOC106894092"
"106894093","CER1"
"106894094","IFNK"
"106894096","rps6"
"106894097","MLLT3"
"106894095","HS3ST3B1"
"106894099","ADAMTSL1"
"106894100","HAUS6"
"106894102","FAM154A"
"106894103","LOC106894103"
"106894105","LOC106894105"
"106894107","plin2"
"106894108","SLC24A2"
"106894111","PSIP1"
"106894112","TTC39B"
"106894113","SNAPC3"
"106894115","SH3GL2"
"106894116","FOCAD"
"106894117","BNC2"
"106894118","CNTLN"
"106894121","ACER2"
"106894122","PTPLAD2"
"106894124","TGS1"
"106894101","APPBP2"
"106894125","RAB2A"
"106894126","PENK"
"106894128","SDR16C5"
"106894129","TOX"
"106894127","SEC14L1"
"106894130","CHCHD7"
"106894131","XKR4"
"106894132","SDCBP"
"106894133","NSMAF"
"106894134","CA8"
"106894135","CYP7A1"
"106894136","MOS"
"106894137","LOC106894137"
"106894138","LOC106894138"
"106894139","SDR16C5"
"106894141","IMPAD1"
"106894142","SDCBP"
"106894143","SDCBP"
"106894144","LYN"
"106894145","FAM110B"
"106894146","TMEM68"
"106894148","PLAG1"
"106894147","RECQL5"
"106894150","UBXN2B"
"106894151","FAM96A"
"106894152","ANPEP"
"106894153","ANKRD34C"
"106894154","GLCE"
"106894155","PAQR5"
"106894156","LCTL"
"106894157","SMAD6"
"106894158","SMAD3"
"106894159","SKOR1"
"106894160","CALML4"
"106894161","TLE3"
"106894162","TLE3"
"106894163","RAI14"
"106894164","ADAMTS7"
"106894165","EIF3J"
"106894166","WDR76"
"106894167","CTSH"
"106894168","RASGRF1"
"106894169","TMED3"
"106894170","GNRHR"
"106894171","MESP2"
"106894172","MESP2"
"106894173","SEMA4B"
"106894174","TTLL13"
"106894175","VPS33B"
"106894176","UNC45A"
"106894177","SERINC4"
"106894178","SERINC4"
"106894179","LOC106894179"
"106894180","ELL3"
"106894182","PDIA3"
"106894183","CKMT1B"
"106894184","TP53BP1"
"106894181","SAP30BP"
"106894185","CIB1"
"106894187","ITGA11"
"106894188","ZWILCH"
"106894192","HYPK"
"106894193","MAP1A"
"106894195","NOX5"
"106894196","ANP32A"
"106894197","SPG11"
"106894198","PIAS1"
"106894201","iqgap1"
"106894202","CASC4"
"106894203","FES"
"106894204","FURIN"
"106894205","LOC106894205"
"106894206","MORF4L1"
"106894207","PPIP5K1"
"106894208","VPS33B"
"106894186","USP32"
"106894213","ZNF710"
"106894214","IDH2"
"106894215","FRMD5"
"106894211","RAB11FIP4"
"106894217","FEM1B"
"106894218","C15orf61"
"106894219","IQCH"
"106894221","MAP2K5"
"106894222","UACA"
"106894223","CTDSPL2"
"106894226","AAGAB"
"106894227","TUBGCP4"
"106894228","BLM"
"106894229","MAN2A2"
"106894230","AP3S2"
"106894231","KIF23"
"106894232","CORO2B"
"106894233","MFAP1"
"106894234","CLN6"
"106894236","CLN6"
"106894237","KLF2"
"106894235","HEXDC"
"106894238","TNFAIP8L1"
"106894239","C19orf10"
"106894240","HAUS8"
"106894241","CALR3"
"106894242","SMIM7"
"106894243","SIN3B"
"106894244","LOC106894244"
"106894245","DPP9"
"106894246","LOC106894246"
"106894248","PEX11G"
"106894249","FAM32A"
"106894250","TICAM1"
"106894251","TICAM1"
"106894252","LOC106894252"
"106894253","PLIN3"
"106894255","CHERP"
"106894257","C19orf44"
"106894258","MED26"
"106894256","OGFOD3"
"106894259","SLC35E1"
"106894260","PTPRS"
"106894262","RHOT1"
"106894263","INSR"
"106894264","TMEM38A"
"106894265","TMEM38A"
"106894266","EPS15L1"
"106894267","ARHGEF18"
"106894268","TPM4"
"106894269","FEM1A"
"106894270","TEX45"
"106894271","ARRDC2"
"106894272","MYO9B"
"106894261","CA4"
"106894273","RAB8A"
"106894274","CIB3"
"106894275","KDM4B"
"106894276","AP1M1"
"106894277","SIN3B"
"106894279","F2RL3"
"106894280","CPAMD8"
"106894281","UHRF1"
"106894278","UBE2O"
"106894282","USE1"
"106894285","PCDHA4"
"106894286","PCDHA4"
"106894287","PCDHA4"
"106894288","PCDHB1"
"106894291","SLC16A4"
"106894292","KCNC4"
"106894293","RBM15"
"106894294","CSF1"
"106894296","STRIP1"
"106894295","HLF"
"106894297","KCNA3"
"106894298","KCNA10"
"106894299","LAMTOR5"
"106894300","CYM"
"106894301","KCNA2"
"106894303","SLC6A17"
"106894302","TBCD"
"106894304","AHCYL1"
"106894307","LOC106894307"
"106894308","LOC106894308"
"106894309","LOC106894309"
"106894310","RAB42"
"106894311","LOC106894311"
"106894312","TMEM200B"
"106894313","rab42"
"106894314","EPB41"
"106894318","YTHDF2"
"106894319","GMEB1"
"106894316","ZNF750"
"106894320","TAF12"
"106894322","EVI5L"
"106894323","LOC106894323"
"106894324","DBF4"
"106894326","RPP38"
"106894327","STEAP4"
"106894328","ITGA8"
"106894325","B3GNTL1"
"106894329","FAM171A1"
"106894330","NMT2"
"106894331","ABCB1"
"106894332","ADAM22"
"106894334","ZNF804B"
"106894336","ACBD7"
"106894337","OLAH"
"106894338","ACSF2"
"106894342","rundc3b"
"106894343","GAPDH"
"106894344","ABCB1"
"106894345","CROT"
"106894346","RAD51D"
"106894347","TRPV2"
"106894348","NUP88"
"106894350","COL26A1"
"106894349","CHAD"
"106894351","RASL10B"
"106894352","UNC45B"
"106894353","MYBBP1A"
"106894354","SCARF1"
"106894355","NXN"
"106894356","DPH1"
"106894357","OVCA2"
"106894333","MYO19"
"106894359","TRPV3"
"106894360","HIC1"
"106894361","EFCAB5"
"106894362","GSG2"
"106894363","MED13"
"106894364","YPEL2"
"106894365","SMG8"
"106894366","OPNP"
"106894367","C17orf97"
"106894368","FAM101B"
"106894369","FAM57A"
"106894370","NXN"
"106894371","SHPK"
"106894372","BHLHA9"
"106894373","ANKRD13B"
"106894374","GIT1"
"106894376","ABHD15"
"106894377","NUFIP2"
"106894378","SEZ6"
"106894375","TRIM25"
"106894379","PHF12"
"106894380","DHRS13"
"106894381","RAB34"
"106894382","PROCA1"
"106894383","SDF2"
"106894384","SGK494"
"106894385","SGK494"
"106894386","SPAG5"
"106894387","UNC119"
"106894388","FOXN1"
"106894389","SLC46A1"
"106894390","KIF12"
"106894391","RTN4RL1"
"106894392","PHF7"
"106894394","SRRM3"
"106894395","UPK3B"
"106894396","UPK3BL"
"106894393","LOC106894393"
"106894397","ALKBH4"
"106894398","CUX1"
"106894399","C1QBP"
"106894400","SPNS2"
"106894401","GATSL2"
"106894402","AUTS2"
"106894403","TYW1"
"106894404","CCDC183"
"106894405","LIMK1"
"106894406","WBSCR27"
"106894407","ABHD11"
"106894408","PIGS"
"106894409","CLDN4"
"106894411","LOC106894411"
"106894412","coro6"
"106894410","TEX2"
"106894413","NCF1"
"106894414","MMP28"
"106894415","ALDOC"
"106894416","MIS12"
"106894417","IFT22"
"106894418","RILP"
"106894419","SLC47A1"
"106894420","PTRH2"
"106894421","RASA4"
"106894422","TMEM199"
"106894424","NLE1"
"106894425","RPAIN"
"106894426","TMEM132E"
"106894428","SLFN14"
"106894430","LOC106894430"
"106894431","CLDN3"
"106894432","PIPOX"
"106894434","P2RX1"
"106894436","CASP1"
"106894437","SHPK"
"106894438","LOC106894438"
"106894435","DGKE"
"106894439","ubc"
"106894439","UBB"
"106894440","LOC106894440"
"106894441","CENPV"
"106894442","PIGL"
"106894444","CRYBA1"
"106894445","HSPB1"
"106894447","SPNS3"
"106894448","MTMR4"
"106894446","PRPSAP1"
"106894449","PRR11"
"106894450","HSD3B7"
"106894451","tmigd1"
"106894453","LOC106894453"
"106894423","MRM1"
"106894455","CCL8"
"106894456","ASL"
"106894457","CRCP"
"106894458","ASL"
"106894460","GUSB"
"106894461","VKORC1L1"
"106894462","CHCHD2"
"106894463","PHKG1"
"106894464","SUMF2"
"106894465","SSC4D"
"106894466","CCL8"
"106894467","CCL8"
"106894468","LAT2"
"106894469","CCT6B"
"106894472","PSPH"
"106894473","NF2"
"106894471","SLC38A10"
"106894474","GBAS"
"106894475","MRPS17"
"106894478","GAS2L2"
"106894479","LOC106894479"
"106894481","NCOR1"
"106894482","TTC19"
"106894480","C17orf89"
"106894483","ZSWIM7"
"106894484","LRWD1"
"106894485","ORAI2"
"106894486","PRKRIP1"
"106894488","POLR2J"
"106894489","smg6"
"106894487","C17orf89"
"106894490","TSR1"
"106894491","SRR"
"106894492","POLDIP2"
"106894493","TRIM37"
"106894495","PPM1E"
"106894496","GOSR1"
"106894498","CPD"
"106894499","CLTC"
"106894497","WBP2"
"106894500","AP2B1"
"106894505","RAD51C"
"106894506","RPH3AL"
"106894507","TEX14"
"106894504","UNC13D"
"106894508","P2RX5"
"106894509","TAX1BP3"
"106894510","EMC6"
"106894512","CTNS"
"106894513","EIF4H"
"106894516","RABGEF1"
"106894514","ENPP7"
"106894517","KCTD7"
"106894518","MYO1C"
"106894520","SPECC1"
"106894521","RBFOX3"
"106894522","TIMM22"
"106894523","WDR81"
"106894524","SERPINF2"
"106894525","TAOK1"
"106894526","YWHAG"
"106894527","TUBD1"
"106894528","VMP1"
"106894529","SEPT9"
"106894531","MYO18A"
"106894511","LHX1"
"106894532","ANKFY1"
"106894533","CYB5D2"
"106894534","POR"
"106894535","TMEM120A"
"106894536","RHBDD2"
"106894537","RPS6KB1"
"106894539","RPA1"
"106894540","SERPINF1"
"106894541","ATP2A3"
"106894542","ZZEF1"
"106894543","ALDH3A2"
"106894544","ALDH3A2"
"106894545","SLC47A2"
"106894546","ALDH3A2"
"106894547","SSH2"
"106894550","RFFL"
"106894551","SLC43A2"
"106894553","TAF15"
"106894554","ABR"
"106894555","ULK2"
"106894556","FAM222B"
"106894557","RABEP1"
"106894559","NEK8"
"106894560","traf4"
"106894558","ARHGDIA"
"106894561","RPL23A"
"106894562","TLCD1"
"106894563","PITPNA"
"106894564","PRPF8"
"106894565","INTS2"
"106894567","FLOT2"
"106894566","RNF157"
"106894568","GTF2I"
"106894571","AKAP10"
"106894572","CLIP2"
"106894573","MDH2"
"106894574","STYXL1"
"106894575","SLC13A2"
"106894578","SARM1"
"106894579","VTN"
"106894581","CAMKK1"
"106894582","SPATA22"
"106894583","tmem211"
"106894585","RNFT1"
"106894587","VPS53"
"106894589","WBSCR17"
"106894590","SUPT6H"
"106894588","DUS1L"
"106894591","RNMTL1"
"106894592","GLOD4"
"106894593","GEMIN4"
"106894594","GDPD1"
"106894595","YWHAE"
"106894596","INPP5K"
"106894598","SBDS"
"106894599","TUSC5"
"106894570","AATF"
"106894597","GPS1"
"106894600","KIAA0100"
"106894601","TMEM248"
"106894602","GTF2IRD1"
"106894603","TPST1"
"106894605","CALN1"
"106894606","C17orf85"
"106894607","MYL10"
"106894609","RFC2"
"106894608","SPATA20"
"106894611","ELN"
"106894612","MFSD11"
"106894613","BLMH"
"106894614","ERAL1"
"106894615","DERL2"
"106894616","DTX2"
"106894618","ASPA"
"106894617","SRP68"
"106894619","WBSCR16"
"106894620","NSRP1"
"106894621","SKA2"
"106894622","DHX40"
"106894623","DHX33"
"106894624","SEPT4"
"106894625","SLC6A4"
"106894626","TRPV1"
"106894627","TRPV1"
"106894628","LRRC75A"
"106894629","SH2B2"
"106894631","ADORA2B"
"106894630","MMD"
"106894632","TNFAIP8"
"106894633","SRFBP1"
"106894635","ZNF608"
"106894636","LOC106894636"
"106894638","DTWD2"
"106894639","PRDM6"
"106894640","ZNF474"
"106894637","TOB1"
"106894645","SNX2"
"106894646","CSNK1G3"
"106894644","UTP18"
"106894647","CEP120"
"106894648","HSD17B4"
"106894649","PPIC"
"106894650","PPIC"
"106894651","SNCAIP"
"106894652","PRR16"
"106894654","LOX"
"106894655","SNX24"
"106894653","SLC9A3R1"
"106894656","IER3IP1"
"106894659","HDHD2"
"106894660","KATNAL2"
"106894643","LOC106894643"
"106894658","NAT9"
"106894661","HDHD2"
"106894662","KATNAL2"
"106894663","ITIH4"
"106894664","TUSC2"
"106894665","ZMYND10"
"106894666","CACNA2D2"
"106894667","DOCK3"
"106894668","RBM15B"
"106894669","CAMKV"
"106894670","NICN1"
"106894671","AMT"
"106894672","FAM212A"
"106894673","IPPK"
"106894674","UBA7"
"106894675","HYAL2"
"106894676","LOC106894676"
"106894678","CDHR4"
"106894679","LOC106894679"
"106894680","HEMK1"
"106894681","CISH"
"106894682","MAPKAPK3"
"106894683","ECM2"
"106894684","OMD"
"106894685","ASPN"
"106894686","CENPP"
"106894687","OGN"
"106894688","LOC106894688"
"106894689","BSN"
"106894690","MST1R"
"106894691","TRAIP"
"106894692","MST1R"
"106894693","VPRBP"
"106894695","RNF123"
"106894694","SCPEP1"
"106894696","GMPPB"
"106894697","IP6K1"
"106894698","IP6K1"
"106894699","DAG1"
"106894700","RBM6"
"106894701","TMEM110"
"106894703","MUSTN1"
"106894704","MANF"
"106894702","MAFG"
"106894705","RAD54L2"
"106894706","LOC106894706"
"106894707","PFKFB4"
"106894708","ITIH3"
"106894710","C3orf18"
"106894711","RASSF1"
"106894712","SHISA5"
"106894709","SYNGR2"
"106894713","NPRL2"
"106894714","LOC106894714"
"106894715","PRKCD"
"106894717","TMEM115"
"106894718","CYB561D2"
"106894720","NOL8"
"106894719","TK1"
"106894721","ATRIP"
"106894722","RFT1"
"106894723","LOC106894723"
"106894725","APEH"
"106894726","MST1"
"106894728","LOC106894728"
"106894729","SFMBT1"
"106894727","RAB40B"
"106894730","HYAL1"
"106894731","LOC106894731"
"106894732","LOC106894732"
"106894733","LOC106894733"
"106894735","MON1A"
"106894736","RPRD2"
"106894738","PRPF3"
"106894739","FANCE"
"106894741","LOC106894741"
"106894742","HMGA1"
"106894716","VEZF1"
"106894743","BYSL"
"106894744","PIFO"
"106894746","LOC106894746"
"106894747","MDFI"
"106894745","CYTH1"
"106894748","ITPR3"
"106894749","UHRF1BP1"
"106894750","TAF11"
"106894751","DEF6"
"106894752","LOC106894752"
"106894753","rh2"
"106894755","FMOD"
"106894756","CHIA"
"106894757","BYSL"
"106894758","TULP1"
"106894759","CHIA"
"106894760","PGC"
"106894761","PRICKLE4"
"106894762","LOC106894762"
"106894763","CHIA"
"106894765","LOC106894765"
"106894767","LEMD2"
"106894768","SRPK1"
"106894769","FKBP5"
"106894771","LOC106894771"
"106894772","LHFPL5"
"106894770","RHBDF2"
"106894773","CLPS"
"106894774","SLC26A8"
"106894775","MAPK13"
"106894776","MAPK14"
"106894777","NFYA"
"106894778","GCGR"
"106894779","APOBEC2"
"106894780","OARD1"
"106894781","TSPO2"
"106894785","BRPF3"
"106894783","FAM195B"
"106894786","TBC1D22B"
"106894787","NUDT3"
"106894789","RPS10"
"106894790","C6orf106"
"106894788","FDXR"
"106894791","ZNF76"
"106894792","RPL10A"
"106894793","ANKS1A"
"106894796","TCP11"
"106894794","FADS6"
"106894797","IP6K3"
"106894798","UQCC2"
"106894799","MICAL1"
"106894800","SMPD2"
"106894802","PPARD"
"106894782","LOC106894782"
"106894803","TAF8"
"106894804","CCND3"
"106894801","C17orf62"
"106894805","GRM4"
"106894806","GRM4"
"106894807","PACSIN1"
"106894808","SPDEF"
"106894809","BAK1"
"106894811","BTG2"
"106894812","USP49"
"106894810","TRIM47"
"106894814","TEAD3"
"106894815","TFEB"
"106894816","FRS3"
"106894817","LEMD2"
"106894819","SNRPC"
"106894820","FOXP4"
"106894818","CEP131"
"106894821","MED20"
"106894822","LOC106894822"
"106894823","TREM2"
"106894825","BDNF"
"106894826","KIF18A"
"106894827","CCDC34"
"106894828","SLC5A12"
"106894829","BBOX1"
"106894830","FIBIN"
"106894831","LIN7C"
"106894832","ANO3"
"106894833","LGR4"
"106894835","LOC106894835"
"106894836","CHSY3"
"106894837","LOC106894837"
"106894838","TRABD2A"
"106894839","CLTA"
"106894840","GNE"
"106894842","LNPEP"
"106894844","SHB"
"106894843","PYCR1"
"106894847","MFSD7"
"106894848","RNF38"
"106894849","UTP6"
"106894850","CPLX1"
"106894851","PCGF3"
"106894852","TRIM14"
"106894853","NANS"
"106894857","LOC106894857"
"106894858","CD276"
"106894859","NPTN"
"106894861","REC114"
"106894862","NEO1"
"106894863","BBS4"
"106894864","ARIH1"
"106894865","HEXA"
"106894866","PARP6"
"106894868","HCN4"
"106894845","NOS2"
"106894871","ADPGK"
"106894872","CELF6"
"106894873","GLDC"
"106894874","ZDHHC21"
"106894875","RCL1"
"106894876","APH1A"
"106894877","CA9"
"106894878","PMAIP1"
"106894879","LOC106894879"
"106894880","ARHGEF39"
"106894881","RXFP3"
"106894882","LOC106894882"
"106894883","CCBE1"
"106894884","MTMR12"
"106894885","MTMR12"
"106894886","LOC106894886"
"106894887","LOC106894887"
"106894889","KDM4C"
"106894890","TYRP1"
"106894891","ACR"
"106894892","CAPSL"
"106894894","C1QTNF3"
"106894893","ABCC3"
"106894895","MRPL17"
"106894896","LURAP1L"
"106894897","TYRP1"
"106894899","IL7R"
"106894900","LOC106894900"
"106894901","LOC106894901"
"106894903","LOC106894903"
"106894904","SLC45A2"
"106894905","LOC106894905"
"106894902","NARF"
"106894906","LOC106894906"
"106894907","PMAIP1"
"106894909","TLN1"
"106894910","TPM2"
"106894910","TPM3"
"106894912","JAK2"
"106894911","ITGB4"
"106894913","NPR3"
"106894916","RIC1"
"106894917","ERMP1"
"106894918","UHRF2"
"106894919","KIAA2026"
"106894920","MLANA"
"106894921","PTPRD"
"106894922","MPDZ"
"106894923","SUB1"
"106894925","NFIB"
"106894924","FN3K"
"106894926","LOC106894926"
"106894928","ZFR"
"106894929","GOLPH3"
"106894930","PDZD2"
"106894931","KDM4C"
"106894932","RAI14"
"106894933","SLC16A3"
"106894934","SPEF2"
"106894935","DNAJC21"
"106894936","AGXT2"
"106894937","PRLR"
"106894938","NUP85"
"106894940","BRIX1"
"106894941","RAD1"
"106894942","TARS"
"106894943","CD274"
"106894944","AMACR"
"106894945","ADAMTS12"
"106894946","CREB3"
"106894947","PLGRKT"
"106894948","LOC106894948"
"106894950","OR51E2"
"106894951","FOLR1"
"106894949","XYLT2"
"106894953","RPS11"
"106894954","OR52B2"
"106894955","OR52B2"
"106894956","LOC106894956"
"106894957","LOC106894957"
"106894958","OR51H1P"
"106894959","OR52K1"
"106894961","OR52I1"
"106894962","OR52L1"
"106894963","SLC6A7"
"106894960","TMEM104"
"106894964","STIM1"
"106894965","LOC106894965"
"106894966","OR52R1"
"106894967","LOC106894967"
"106894968","SLC6A7"
"106894969","LOC106894969"
"106894971","HBE1"
"106894972","HBE1"
"106894973","LOC106894973"
"106894974","RRM1"
"106894975","LOC106894975"
"106894976","LOC106894976"
"106894978","UBE2M"
"106894979","ZBTB45"
"106894980","UBE2M"
"106894977","FN3KRP"
"106894981","TRIM28"
"106894982","THAP7"
"106894983","LOC106894983"
"106894984","LRRC4B"
"106894985","SLC27A5"
"106894986","CYBB"
"106894987","CHDC2"
"106894988","TSPAN7"
"106894990","MID1IP1"
"106894991","OTC"
"106894992","DMD"
"106894989","COIL"
"106894993","XK"
"106894994","BCOR"
"106894995","EVPL"
"106894996","PRRG1"
"106894997","TMEM47"
"106894998","RPGR"
"106894999","DYNLT3"
"106895000","SYTL5"
"106895001","SRPX"
"106895003","RPL37A"
"106895004","SATB2"
"106895005","IFIH1"
"106895002","HGS"
"106895006","PMS1"
"106895007","ANKZF1"
"106895011","TBR1"
"106895012","PLCD4"
"106895013","SGOL2"
"106895014","CDCA7"
"106895016","GPR1"
"106895017","METTL21A"
"106895015","ARL16"
"106895019","LOC106895019"
"106895020","ZNF804A"
"106895021","ANKZF1"
"106895023","GLB1L"
"106895024","CCDC108"
"106895022","MRPL27"
"106895026","RUFY4"
"106895027","CXCR1"
"106895028","MARCH4"
"106895029","ARPC2"
"106895030","CATIP"
"106895031","CTDSP1"
"106895032","WNT10A"
"106895034","CDK5R2"
"106895035","LOC106895035"
"106895036","IHH"
"106895033","RHBDL3"
"106895037","ZFAND2B"
"106895038","GLB1L"
"106895039","GLB1L"
"106895040","PTPRN"
"106895041","DNPEP"
"106895042","SPEG"
"106895043","LOC106895043"
"106895044","GMPPA"
"106895045","LOC106895045"
"106895046","IFIH1"
"106895047","LOC106895047"
"106895048","XIRP2"
"106895049","CERS6"
"106895050","dhrs9"
"106895051","SP9"
"106895052","WIPF1"
"106895053","EVX2"
"106895054","HOXD8"
"106895055","HOXD3"
"106895056","LOC106895056"
"106895057","CERKL"
"106895059","CRYGC"
"106895060","RAPH1"
"106895061","PARD3B"
"106895058","METRNL"
"106895062","DYTN"
"106895063","CCNYL1"
"106895064","FAM117B"
"106895065","CDK15"
"106895066","LOC106895066"
"106895067","BOLL"
"106895068","MOB4"
"106895070","CCDC150"
"106895071","dnah7"
"106895072","TMEFF2"
"106895069","TIMP2"
"106895073","NABP1"
"106895074","ITGAV"
"106895075","LOC106895075"
"106895076","TTN"
"106895077","LOC106895077"
"106895078","UBR3"
"106895079","PPIG"
"106895080","KLHL23"
"106895081","SSB"
"106895082","CCDC173"
"106895083","CCDC173"
"106895084","PHOSPHO2"
"106895085","METTL5"
"106895088","OSBPL6"
"106895089","VIL1"
"106895090","SLC11A1"
"106895091","TTC30B"
"106895092","ZNF385B"
"106895093","STK36"
"106895094","NEUROD1"
"106895095","GRB14"
"106895096","SPC25"
"106895097","CHRNA1"
"106895098","HOXD10"
"106895099","STK16"
"106895100","HOXD11"
"106895101","FEV"
"106895102","SLC38A11"
"106895103","MYO3B"
"106895104","PPP1R1C"
"106895105","HOXD9"
"106895106","ICOS"
"106895107","COL28A1"
"106895109","SP5"
"106895110","LOC106895110"
"106895111","LOC106895111"
"106895112","CRYBA2"
"106895113","HOXD12"
"106895114","CD28"
"106895115","NHEJ1"
"106895118","CTLA4"
"106895119","GCG"
"106895120","CPO"
"106895121","IGFBP5"
"106895122","INHA"
"106895124","TSSK6"
"106895125","SLC23A3"
"106895123","COMMD8"
"106895130","SCN2A"
"106895131","TTC21B"
"106895132","CSRNP3"
"106895133","GALNT3"
"106895134","SCN1A"
"106895135","CNGA1"
"106895136","SCN9A"
"106895116","DDX52"
"106895140","NFXL1"
"106895141","CYP20A1"
"106895142","LOC106895142"
"106895144","ORC2"
"106895146","CLK1"
"106895147","BZW1"
"106895145","NIPAL1"
"106895148","NIF3L1"
"106895149","PPIL3"
"106895151","FAM126B"
"106895152","CORIN"
"106895154","NDUFB3"
"106895155","DYNC1I2"
"106895156","SLC25A12"
"106895157","RAPH1"
"106895158","ABI2"
"106895160","NDUFS1"
"106895161","EEF1B2"
"106895162","MFSD6"
"106895159","ATP10D"
"106895163","HIBCH"
"106895164","MSTN"
"106895165","LOC106895165"
"106895165","C2orf88"
"106895167","TLK1"
"106895168","GORASP2"
"106895169","METTL8"
"106895173","RFTN2"
"106895174","TNS1"
"106895176","SLC39A10"
"106895177","STK17B"
"106895179","LOC106895179"
"106895180","ALS2"
"106895178","TCEA2"
"106895181","FZD7"
"106895182","LOC106895182"
"106895183","MPP4"
"106895184","TRAK2"
"106895185","CASP8"
"106895186","STRADB"
"106895187","CHN1"
"106895188","HSPD1"
"106895189","COQ10B"
"106895190","PGAP1"
"106895191","GTF3C3"
"106895192","C2orf66"
"106895194","IDH1"
"106895195","AAMP"
"106895196","PNKD"
"106895197","GLS"
"106895198","SDPR"
"106895201","FASTKD1"
"106895202","KLHL41"
"106895203","BBS5"
"106895205","STK39"
"106895206","B3GALT1"
"106895204","OPRL1"
"106895209","BMPR2"
"106895210","WDR75"
"106895211","SLC40A1"
"106895212","MAP3K20"
"106895213","DFNB59"
"106895217","ITGA6"
"106895215","COMMD7"
"106895219","TUBA4A"
"106895220","TUBA4A"
"106895221","ATF2"
"106895222","NTSR1"
"106895224","ADAM23"
"106895225","MDH1B"
"106895226","FAM237A"
"106895229","RBMS1"
"106895228","DNMT3B"
"106895230","COL3A1"
"106895231","AGPS"
"106895232","CCDC141"
"106895233","ABCB11"
"106895234","G6PC2"
"106895235","DHRS9"
"106895214","HNF1B"
"106895236","NFE2L2"
"106895237","METAP1D"
"106895238","DLX1"
"106895239","CREB1"
"106895240","ANKRD44"
"106895241","CARF"
"106895242","WDR12"
"106895244","TMEM194B"
"106895245","TMEM194B"
"106895243","SLC17A9"
"106895247","pecr"
"106895248","TMEM169"
"106895249","CASP10"
"106895250","CASP18"
"106895252","myo1b"
"106895254","GAD1"
"106895255","LOC106895255"
"106895256","HECW2"
"106895257","NRP2"
"106895259","CYP27C1"
"106895261","SSFA2"
"106895262","SPATS2L"
"106895263","TYW5"
"106895260","MTG2"
"106895264","C2orf47"
"106895265","FAM171B"
"106895266","SCN3A"
"106895267","SP3"
"106895268","MAP3K2"
"106895270","GULP1"
"106895269","REM1"
"106895271","COL5A2"
"106895272","GPR155"
"106895274","SLC4A3"
"106895275","ZNF142"
"106895273","C20orf96"
"106895276","BCS1L"
"106895277","MTX2"
"106895280","ITGA4"
"106895282","PPP1R9B"
"106895283","SESTD1"
"106895281","SLCO4A1"
"106895284","CNTNAP5"
"106895285","SCRN3"
"106895286","PDK1"
"106895287","CYP27A1"
"106895290","KIAA1715"
"106895291","CALCRL"
"106895292","PSMD14"
"106895294","ATG9A"
"106895295","PLEKHM3"
"106895296","BIN1"
"106895297","SAMD10"
"106895298","LY75"
"106895299","NOP58"
"106895300","SUMO1"
"106895301","ABCB6"
"106895302","RAPGEF4"
"106895303","OLA1"
"106895305","STK11IP"
"106895306","ZDBF2"
"106895304","BPIFB4"
"106895307","NAB1"
"106895308","GYPC"
"106895309","TMEM198"
"106895310","OBSL1"
"106895311","ASNSD1"
"106895313","OSGEPL1"
"106895312","LOC106895312"
"106895314","USP37"
"106895316","KCTD18"
"106895317","SGOL2"
"106895318","UBE2E3"
"106895320","CYBRD1"
"106895321","ZC3H15"
"106895322","PLA2R1"
"106895319","BPIFB2"
"106895323","ATP5G3"
"106895324","TANK"
"106895325","STAT1"
"106895326","LRP2"
"106895327","KCNH7"
"106895330","PDE11A"
"106895328","LOC106895328"
"106895331","C2orf69"
"106895332","FAM134A"
"106895333","PDE1A"
"106895334","ORMDL1"
"106895336","DNAJC10"
"106895337","HAT1"
"106895335","TM9SF4"
"106895338","COBLL1"
"106895340","PLEKHA3"
"106895341","RNF25"
"106895343","aox1"
"106895344","FASTKD2"
"106895345","DPP4"
"106895342","CCM2L"
"106895346","RQCD1"
"106895347","CWC22"
"106895348","DCAF17"
"106895349","RBM45"
"106895350","PDRG1"
"106895352","FIGN"
"106895353","HOXD4"
"106895354","TFPI"
"106895356","TMEM237"
"106895355","TTLL9"
"106895357","CIR1"
"106895358","DES"
"106895359","IGFBP2"
"106895360","AOX1"
"106895361","STAT4"
"106895363","TTLL4"
"106895364","PLCL1"
"106895362","BPIFC"
"106895365","FAP"
"106895366","FZD5"
"106895367","XRCC5"
"106895368","CHPF"
"106895369","DNAJB2"
"106895371","CNPPD1"
"106895372","ITGB6"
"106895370","REM1"
"106895373","WNT6"
"106895374","MARCH3"
"106895375","ITPRIPL1"
"106895378","RHOBTB3"
"106895379","LOC106895379"
"106895376","SCRT2"
"106895380","LOC106895380"
"106895381","IFNW1"
"106895382","LOC106895382"
"106895383","LOC106895383"
"106895384","SLC27A6"
"106895385","LINGO2"
"106895388","CTXN3"
"106895389","KIAA1024L"
"106895387","SIRPA"
"106895391","PHAX"
"106895392","PHAX"
"106895393","SLC12A2"
"106895394","C9orf72"
"106895395","FBN2"
"106895397","RIOK2"
"106895398","ISOC1"
"106895399","C5orf63"
"106895396","STK35"
"106895400","PRRC1"
"106895401","MEGF10"
"106895403","ADAMTS19"
"106895405","LMNB1"
"106895406","MOB3B"
"106895407","AMIGO1"
"106895404","C20orf195"
"106895408","GNAI3"
"106895409","GNAT2"
"106895410","GPR61"
"106895411","PSMA1"
"106895412","CYP2R1"
"106895413","STK33"
"106895414","TUB"
"106895416","CALCA"
