"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","FDR","geneID","Count","GeneList"
"MF","GO:0008270","zinc ion binding","2/5","265/8422",0.00926243659670555,0.0284974407104367,"DPEP1/RPS29",2,"Down-regulated"
"MF","GO:0043027","cysteine-type endopeptidase inhibitor activity involved in apoptotic process","1/5","17/8422",0.0100543306723138,0.0284974407104367,"DPEP1",1,"Down-regulated"
"MF","GO:0045505","dynein intermediate chain binding","1/5","18/8422",0.0106432335095102,0.0284974407104367,"DNAH14",1,"Down-regulated"
"MF","GO:0051861","glycolipid binding","1/5","19/8422",0.0112318560502591,0.0284974407104367,"DPEP1",1,"Down-regulated"
"MF","GO:0000030","mannosyltransferase activity","1/5","20/8422",0.01182019839463,0.0284974407104367,"LOC106897801",1,"Down-regulated"
"MF","GO:0051959","dynein light intermediate chain binding","1/5","21/8422",0.0124082606426693,0.0284974407104367,"DNAH14",1,"Down-regulated"
"MF","GO:0004869","cysteine-type endopeptidase inhibitor activity","1/5","26/8422",0.0153443739378472,0.031761663330748,"DPEP1",1,"Down-regulated"
"MF","GO:0043028","cysteine-type endopeptidase regulator activity involved in apoptotic process","1/5","29/8422",0.0171026871567485,0.031761663330748,"DPEP1",1,"Down-regulated"
"MF","GO:0046914","transition metal ion binding","2/5","371/8422",0.0177136767504834,0.031761663330748,"DPEP1/RPS29",2,"Down-regulated"
"MF","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","1/5","32/8422",0.0188584876026316,0.031761663330748,"LOC106894543",1,"Down-regulated"
"MF","GO:0008235","metalloexopeptidase activity","1/5","39/8422",0.022945598544994,0.0340987222959663,"DPEP1",1,"Down-regulated"
"MF","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","1/5","39/8422",0.022945598544994,0.0340987222959663,"LOC106894543",1,"Down-regulated"
"MF","GO:0003777","microtubule motor activity","1/5","53/8422",0.0310789591478539,0.0436195917864616,"DNAH14",1,"Down-regulated"
"MF","GO:0072341","modified amino acid binding","1/5","58/8422",0.0339705682474952,0.0451686226005477,"DPEP1",1,"Down-regulated"
"MF","GO:0008238","exopeptidase activity","1/5","64/8422",0.0374313819531327,0.0472817456250097,"DPEP1",1,"Down-regulated"
"MF","GO:0003774","cytoskeletal motor activity","1/5","72/8422",0.0420303637186255,0.0474259308919605,"DNAH14",1,"Down-regulated"
"MF","GO:0004866","endopeptidase inhibitor activity","1/5","73/8422",0.0426039982313687,0.0474259308919605,"DPEP1",1,"Down-regulated"
"MF","GO:0030414","peptidase inhibitor activity","1/5","74/8422",0.0431773579162223,0.0474259308919605,"DPEP1",1,"Down-regulated"
"MF","GO:0061135","endopeptidase regulator activity","1/5","78/8422",0.0454680503516695,0.0478611056333363,"DPEP1",1,"Down-regulated"
"MF","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","1/5","89/8422",0.0517448409456274,0.0510925696672016,"LOC106894543",1,"Down-regulated"
"MF","GO:0046872","metal ion binding","2/5","662/8422",0.0525827696158283,0.0510925696672016,"DPEP1/RPS29",2,"Down-regulated"
"MF","GO:0061134","peptidase regulator activity","1/5","102/8422",0.0591202493035026,0.0522945939034662,"DPEP1",1,"Down-regulated"
"MF","GO:0003735","structural constituent of ribosome","1/5","103/8422",0.0596856818459885,0.0522945939034662,"RPS29",1,"Down-regulated"
"MF","GO:0008237","metallopeptidase activity","1/5","104/8422",0.0602508425132285,0.0522945939034662,"DPEP1",1,"Down-regulated"
"MF","GO:0043169","cation binding","2/5","725/8422",0.0620998302603661,0.0522945939034662,"DPEP1/RPS29",2,"Down-regulated"
"MF","GO:0016758","hexosyltransferase activity","1/5","121/8422",0.0698170718681281,0.0568967648500874,"LOC106897801",1,"Down-regulated"
"MF","GO:0035091","phosphatidylinositol binding","1/5","170/8422",0.0969552253592788,0.0754801388119193,"DPEP1",1,"Down-regulated"
"MF","GO:0016757","glycosyltransferase activity","1/5","173/8422",0.0985959313230695,0.0754801388119193,"LOC106897801",1,"Down-regulated"
"MF","GO:0004857","enzyme inhibitor activity","1/5","217/8422",0.122386897270714,0.0909376326469699,"DPEP1",1,"Down-regulated"
