"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","FDR","geneID","Count","GeneList"
"BP","GO:1902116","negative regulation of organelle assembly","1/5","35/10835",0.0160502950711003,0.082545519912737,"CDK10",1,"Up-regulated"
"BP","GO:0033280","response to vitamin D","1/5","37/10835",0.016961190881422,0.082545519912737,"PENK",1,"Up-regulated"
"BP","GO:0001662","behavioral fear response","1/5","38/10835",0.0174163857365425,0.082545519912737,"PENK",1,"Up-regulated"
"BP","GO:0014009","glial cell proliferation","1/5","38/10835",0.0174163857365425,0.082545519912737,"PENK",1,"Up-regulated"
"BP","GO:1901652","response to peptide","2/5","473/10835",0.0174182803496072,0.082545519912737,"CISH/LOC106900582",2,"Up-regulated"
"BP","GO:0120031","plasma membrane bounded cell projection assembly","2/5","474/10835",0.0174887864510254,0.082545519912737,"CDK10/SPATA13",2,"Up-regulated"
"BP","GO:0002209","behavioral defense response","1/5","39/10835",0.0178714119541327,0.082545519912737,"PENK",1,"Up-regulated"
"BP","GO:1902808","positive regulation of cell cycle G1/S phase transition","1/5","39/10835",0.0178714119541327,0.082545519912737,"CDK10",1,"Up-regulated"
"BP","GO:0030031","cell projection assembly","2/5","482/10835",0.0180574580733642,0.082545519912737,"CDK10/SPATA13",2,"Up-regulated"
"BP","GO:0016574","histone ubiquitination","1/5","42/10835",0.0192354792502846,0.082545519912737,"LOC106900582",1,"Up-regulated"
"BP","GO:0042596","fear response","1/5","42/10835",0.0192354792502846,0.082545519912737,"PENK",1,"Up-regulated"
"BP","GO:0014072","response to isoquinoline alkaloid","1/5","43/10835",0.0196898313862756,0.082545519912737,"PENK",1,"Up-regulated"
"BP","GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","1/5","45/10835",0.0205980304951384,0.082545519912737,"CISH",1,"Up-regulated"
"BP","GO:1902017","regulation of cilium assembly","1/5","45/10835",0.0205980304951384,0.082545519912737,"CDK10",1,"Up-regulated"
"BP","GO:1904893","negative regulation of receptor signaling pathway via STAT","1/5","45/10835",0.0205980304951384,0.082545519912737,"CISH",1,"Up-regulated"
"BP","GO:0030032","lamellipodium assembly","1/5","46/10835",0.0210518775616376,0.082545519912737,"SPATA13",1,"Up-regulated"
"BP","GO:0046626","regulation of insulin receptor signaling pathway","1/5","49/10835",0.0224124093709827,0.0857368163357231,"CISH",1,"Up-regulated"
"BP","GO:0071417","cellular response to organonitrogen compound","2/5","554/10835",0.0235389635974438,0.087489266108604,"CISH/PENK",2,"Up-regulated"
"BP","GO:0046847","filopodium assembly","1/5","56/10835",0.0255811014857187,0.087489266108604,"SPATA13",1,"Up-regulated"
"BP","GO:1901992","positive regulation of mitotic cell cycle phase transition","1/5","57/10835",0.0260331002325943,0.087489266108604,"CDK10",1,"Up-regulated"
"BP","GO:0006513","protein monoubiquitination","1/5","59/10835",0.0269365945270812,0.087489266108604,"LOC106900582",1,"Up-regulated"
"BP","GO:0071320","cellular response to cAMP","1/5","59/10835",0.0269365945270812,0.087489266108604,"PENK",1,"Up-regulated"
"BP","GO:1901699","cellular response to nitrogen compound","2/5","601/10835",0.0274604956461841,0.087489266108604,"CISH/PENK",2,"Up-regulated"
"BP","GO:0035094","response to nicotine","1/5","62/10835",0.0282905786709653,0.087489266108604,"PENK",1,"Up-regulated"
"BP","GO:1903312","negative regulation of mRNA metabolic process","1/5","62/10835",0.0282905786709653,0.087489266108604,"LOC106900582",1,"Up-regulated"
"BP","GO:0050795","regulation of behavior","1/5","63/10835",0.0287415716261906,0.087489266108604,"PENK",1,"Up-regulated"
"BP","GO:0097581","lamellipodium organization","1/5","63/10835",0.0287415716261906,0.087489266108604,"SPATA13",1,"Up-regulated"
"BP","GO:0007218","neuropeptide signaling pathway","1/5","64/10835",0.0291923971128105,0.087489266108604,"PENK",1,"Up-regulated"
"BP","GO:0007186","G protein-coupled receptor signaling pathway","2/5","625/10835",0.0295643258293168,0.087489266108604,"CISH/PENK",2,"Up-regulated"
"BP","GO:1900076","regulation of cellular response to insulin stimulus","1/5","68/10835",0.030994025305989,0.0900216329550169,"CISH",1,"Up-regulated"
"BP","GO:0031124","mRNA 3'-end processing","1/5","71/10835",0.0323434903152198,0.0919500329751689,"LOC106900582",1,"Up-regulated"
"BP","GO:0071869","response to catecholamine","1/5","74/10835",0.0336914514631544,0.0919500329751689,"PENK",1,"Up-regulated"
"BP","GO:1901989","positive regulation of cell cycle phase transition","1/5","74/10835",0.0336914514631544,0.0919500329751689,"CDK10",1,"Up-regulated"
"BP","GO:0071867","response to monoamine","1/5","75/10835",0.0341404378717303,0.0919500329751689,"PENK",1,"Up-regulated"
"BP","GO:0031670","cellular response to nutrient","1/5","76/10835",0.0345892573708605,0.0919500329751689,"PENK",1,"Up-regulated"
"BP","GO:0033555","multicellular organismal response to stress","1/5","78/10835",0.0354863958269372,0.0927626838283097,"PENK",1,"Up-regulated"
"MF","GO:0005184","neuropeptide hormone activity","1/5","17/9278",0.00912990682625625,0.0833072457314328,"PENK",1,"Up-regulated"
"MF","GO:0017075","syntaxin-1 binding","1/5","17/9278",0.00912990682625625,0.0833072457314328,"LOC106900582",1,"Up-regulated"
"MF","GO:0160041","neuropeptide activity","1/5","17/9278",0.00912990682625625,0.0833072457314328,"PENK",1,"Up-regulated"
"MF","GO:0004693","cyclin-dependent protein serine/threonine kinase activity","1/5","28/9278",0.0150018713590195,0.0833072457314328,"CDK10",1,"Up-regulated"
"MF","GO:0097472","cyclin-dependent protein kinase activity","1/5","28/9278",0.0150018713590195,0.0833072457314328,"CDK10",1,"Up-regulated"
"MF","GO:0031624","ubiquitin conjugating enzyme binding","1/5","32/9278",0.0171302157482912,0.0833072457314328,"LOC106900582",1,"Up-regulated"
"MF","GO:0044390","ubiquitin-like protein conjugating enzyme binding","1/5","37/9278",0.0197854708612153,0.0833072457314328,"LOC106900582",1,"Up-regulated"
"MF","GO:0005179","hormone activity","1/5","44/9278",0.0234931840330945,0.0865538359114009,"PENK",1,"Up-regulated"
"MF","GO:0003730","mRNA 3'-UTR binding","1/5","53/9278",0.0282437488272826,0.0924941482063057,"LOC106900582",1,"Up-regulated"
"MF","GO:0019905","syntaxin binding","1/5","72/9278",0.0382120098013516,0.0977014302455227,"LOC106900582",1,"Up-regulated"
"MF","GO:0004860","protein kinase inhibitor activity","1/5","73/9278",0.0387343799893807,0.0977014302455227,"CISH",1,"Up-regulated"
"MF","GO:0019210","kinase inhibitor activity","1/5","75/9278",0.0397784394571057,0.0977014302455227,"CISH",1,"Up-regulated"
