"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","FDR","geneID","Count","GeneList"
"BP","GO:0044283","small molecule biosynthetic process","9/46","564/10920",0.000485689672839132,0.0160467250143455,"BCAT1/DHCR24/FDPS/HMGCS1/LOC106896584/MSMO1/PDE9A/PNPO/STAR",9,"Up-regulated"
"BP","GO:0014074","response to purine-containing compound","5/46","159/10920",0.000520258735593486,0.016147105254624,"HMGCS1/LOC106896584/LOC106897604/SLC5A5/STAR",5,"Up-regulated"
"BP","GO:0006575","cellular modified amino acid metabolic process","5/46","162/10920",0.000566566426031245,0.0170671558058329,"DIO2/DIO3/DPEP1/GPX3/SLC5A5",5,"Up-regulated"
"BP","GO:0019748","secondary metabolic process","3/46","45/10920",0.000877068702689866,0.0249528610443637,"AS3MT/OCA2/STAR",3,"Up-regulated"
"BP","GO:0120178","steroid hormone biosynthetic process","3/46","45/10920",0.000877068702689866,0.0249528610443637,"LOC106896584/LOC106897604/STAR",3,"Up-regulated"
"BP","GO:0019218","regulation of steroid metabolic process","4/46","104/10920",0.00093177522361803,0.0257928105997253,"FDPS/HMGCS1/LOC106897604/STAR",4,"Up-regulated"
"BP","GO:0051591","response to cAMP","4/46","105/10920",0.000965713063992242,0.0260287759353034,"LOC106896584/LOC106897604/SLC5A5/STAR",4,"Up-regulated"
"BP","GO:0042447","hormone catabolic process","2/46","12/10920",0.00111542163350409,0.0292929891875702,"DIO2/DIO3",2,"Up-regulated"
"BP","GO:0051346","negative regulation of hydrolase activity","6/46","291/10920",0.00129939450830432,0.0328420209405138,"CHGA/DHCR24/DPEP1/GPSM1/TERF2/TIMP2",6,"Up-regulated"
"BP","GO:0033327","Leydig cell differentiation","2/46","13/10920",0.00131469343847175,0.0328420209405138,"LOC106896584/LOC106897604",2,"Up-regulated"
"BP","GO:0046165","alcohol biosynthetic process","4/46","124/10920",0.00178808573940854,0.0436041961013663,"DHCR24/FDPS/HMGCS1/MSMO1",4,"Up-regulated"
"BP","GO:0071320","cellular response to cAMP","3/46","60/10920",0.00202385981429772,0.0482060122230522,"LOC106896584/SLC5A5/STAR",3,"Up-regulated"
"BP","GO:0008584","male gonad development","4/46","134/10920",0.00237372392436376,0.0528520223891519,"HMGCS1/LOC106896584/LOC106897604/STAR",4,"Up-regulated"
"BP","GO:0046546","development of primary male sexual characteristics","4/46","135/10920",0.00243873385358789,0.0531441890154763,"HMGCS1/LOC106896584/LOC106897604/STAR",4,"Up-regulated"
"BP","GO:0046683","response to organophosphorus","4/46","143/10920",0.0030036476010717,0.063118228507439,"LOC106896584/LOC106897604/SLC5A5/STAR",4,"Up-regulated"
"BP","GO:0006700","C21-steroid hormone biosynthetic process","2/46","20/10920",0.0031429374832327,0.063118228507439,"LOC106896584/STAR",2,"Up-regulated"
"BP","GO:0071276","cellular response to cadmium ion","2/46","20/10920",0.0031429374832327,0.063118228507439,"LOC106896584/STAR",2,"Up-regulated"
"BP","GO:0120255","olefinic compound biosynthetic process","2/46","20/10920",0.0031429374832327,0.063118228507439,"LOC106896584/STAR",2,"Up-regulated"
"BP","GO:0046889","positive regulation of lipid biosynthetic process","3/46","72/10920",0.00340522298411182,0.0657104167379918,"FDPS/LOC106897604/STAR",3,"Up-regulated"
"BP","GO:0008211","glucocorticoid metabolic process","2/46","21/10920",0.00346448548680265,0.0657104167379918,"LOC106897604/STAR",2,"Up-regulated"
"BP","GO:0033197","response to vitamin E","2/46","21/10920",0.00346448548680265,0.0657104167379918,"HMGCS1/LOC106896584",2,"Up-regulated"
"BP","GO:0042219","cellular modified amino acid catabolic process","2/46","22/10920",0.00380074787396564,0.0707775632797812,"DIO2/DIO3",2,"Up-regulated"
"BP","GO:0042446","hormone biosynthetic process","3/46","77/10920",0.00411583421341602,0.0745984719318641,"LOC106896584/LOC106897604/STAR",3,"Up-regulated"
"BP","GO:0070528","protein kinase C signaling","2/46","23/10920",0.0041516004677394,0.0745984719318641,"FIBIN/SEZ6L",2,"Up-regulated"
"BP","GO:0007548","sex differentiation","5/46","260/10920",0.00454907742538892,0.0803312583467045,"DHCR24/HMGCS1/LOC106896584/LOC106897604/STAR",5,"Up-regulated"
"BP","GO:0046890","regulation of lipid biosynthetic process","4/46","162/10920",0.00469170450406154,0.0814456464308988,"FDPS/HMGCS1/LOC106897604/STAR",4,"Up-regulated"
"BP","GO:0120254","olefinic compound metabolic process","3/46","87/10920",0.0057918001169704,0.0988670441019684,"LOC106896584/LOC106897604/STAR",3,"Up-regulated"
