"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","FDR","geneID","Count","GeneList"
"MF","GO:0022803","passive transmembrane transporter activity","28/301","338/9100",6.60959129920634e-06,0.000843592573714493,"AQP9/CACNA1S/CACNG5/GABRB2/GABRG2/GRIA2/JPH3/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106889368/LOC106891178/LOC106894297/LOC106898977/LOXHD1/LRRC8B/NTRK2/PEX5L/RHCG/SCN4A/SCNN1B/SLC22A16/SLC24A1/SLC24A2/SLC24A4/TMEM38B",28,"Down-regulated"
"MF","GO:0005216","monoatomic ion channel activity","25/301","296/9100",1.51103054567271e-05,0.00154284171505529,"CACNA1S/CACNG5/GABRB2/GABRG2/GRIA2/JPH3/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106889368/LOC106891178/LOC106894297/LOC106898977/LOXHD1/LRRC8B/NTRK2/PEX5L/SCN4A/SCNN1B/SLC24A1/SLC24A2/SLC24A4/TMEM38B",25,"Down-regulated"
"MF","GO:0005261","monoatomic cation channel activity","21/301","237/9100",3.66037315166554e-05,0.00311452803255752,"CACNA1S/CACNG5/GRIA2/JPH3/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106889368/LOC106891178/LOC106894297/LOC106898977/LOXHD1/PEX5L/SCN4A/SCNN1B/SLC24A1/SLC24A2/SLC24A4/TMEM38B",21,"Down-regulated"
"MF","GO:0022857","transmembrane transporter activity","44/301","736/9100",7.80591541333498e-05,0.00485348885577396,"AQP9/CACNA1S/CACNG5/GABRB2/GABRG2/GRIA2/JPH3/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106885322/LOC106889368/LOC106891178/LOC106894297/LOC106898977/LOC106902892/LOXHD1/LRRC8B/NTRK2/PEX5L/RHCG/SCN4A/SCNN1B/SLC12A3/SLC12A8/SLC16A14/SLC16A7/SLC17A5/SLC1A7/SLC22A16/SLC24A1/SLC24A2/SLC24A4/SLC25A43/SLC38A11/SLC38A8/SLC43A2/SLC4A8/SLC6A8/SLCO2B1/TMCO3/TMEM38B",44,"Down-regulated"
"MF","GO:1901702","salt transmembrane transporter activity","29/301","408/9100",7.96014954075699e-05,0.00485348885577396,"AQP9/CACNA1S/CACNG5/GABRB2/GABRG2/GRIA2/JPH3/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106891178/LOC106894297/LOC106898977/LOC106902892/LOXHD1/SCN4A/SCNN1B/SLC12A3/SLC12A8/SLC16A7/SLC1A7/SLC24A1/SLC24A2/SLC24A4/SLC4A8/SLC6A8/TMEM38B",29,"Down-regulated"
"MF","GO:0022839","monoatomic ion gated channel activity","19/301","215/9100",8.93410245455683e-05,0.00485348885577396,"CACNA1S/CACNG5/GABRB2/GABRG2/GRIA2/JPH3/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106889368/LOC106891178/LOC106894297/LOC106898977/NTRK2/PEX5L/SCNN1B/TMEM38B",19,"Down-regulated"
"MF","GO:0022836","gated channel activity","19/301","216/9100",9.50683384120672e-05,0.00485348885577396,"CACNA1S/CACNG5/GABRB2/GABRG2/GRIA2/JPH3/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106889368/LOC106891178/LOC106894297/LOC106898977/NTRK2/PEX5L/SCNN1B/TMEM38B",19,"Down-regulated"
"MF","GO:0022890","inorganic cation transmembrane transporter activity","30/301","443/9100",0.000143083505249608,0.00664071770775692,"CACNA1S/CACNG5/GRIA2/JPH3/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106889368/LOC106891178/LOC106894297/LOC106898977/LOXHD1/PEX5L/RHCG/SCN4A/SCNN1B/SLC12A3/SLC12A8/SLC17A5/SLC1A7/SLC22A16/SLC24A1/SLC24A2/SLC24A4/SLC4A8/SLC6A8/TMCO3/TMEM38B",30,"Down-regulated"
"MF","GO:0008509","monoatomic anion transmembrane transporter activity","19/301","227/9100",0.000183048448756668,0.00778758751289335,"AQP9/GABRB2/GABRG2/LOC106885322/LOC106902892/LRRC8B/SLC12A3/SLC12A8/SLC16A14/SLC16A7/SLC17A5/SLC1A7/SLC22A16/SLC38A11/SLC38A8/SLC43A2/SLC4A8/SLC6A8/SLCO2B1",19,"Down-regulated"
"MF","GO:0005342","organic acid transmembrane transporter activity","12/301","108/9100",0.000224122595271682,0.00817289163208764,"AQP9/LOC106885322/LOC106902892/SLC16A14/SLC16A7/SLC17A5/SLC1A7/SLC38A11/SLC38A8/SLC43A2/SLC6A8/SLCO2B1",12,"Down-regulated"
"MF","GO:0046943","carboxylic acid transmembrane transporter activity","12/301","108/9100",0.000224122595271682,0.00817289163208764,"AQP9/LOC106885322/LOC106902892/SLC16A14/SLC16A7/SLC17A5/SLC1A7/SLC38A11/SLC38A8/SLC43A2/SLC6A8/SLCO2B1",12,"Down-regulated"
"MF","GO:0046873","metal ion transmembrane transporter activity","24/301","332/9100",0.000259440037229633,0.00883006442500857,"CACNA1S/CACNG5/GRIA2/JPH3/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106891178/LOC106894297/LOC106898977/LOXHD1/SCN4A/SCNN1B/SLC12A3/SLC12A8/SLC1A7/SLC24A1/SLC24A2/SLC24A4/SLC4A8/SLC6A8/TMEM38B",24,"Down-regulated"
"MF","GO:0008324","monoatomic cation transmembrane transporter activity","30/301","464/9100",0.0003200522545486,0.0102121936484257,"CACNA1S/CACNG5/GRIA2/JPH3/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106889368/LOC106891178/LOC106894297/LOC106898977/LOXHD1/PEX5L/RHCG/SCN4A/SCNN1B/SLC12A3/SLC12A8/SLC17A5/SLC1A7/SLC22A16/SLC24A1/SLC24A2/SLC24A4/SLC4A8/SLC6A8/TMCO3/TMEM38B",30,"Down-regulated"
"MF","GO:0015079","potassium ion transmembrane transporter activity","12/301","118/9100",0.000510925209933351,0.0153435744159551,"GRIA2/KCNA2/KCNE1/KCNJ2/KCNJ6/KCNT2/LOC106894297/SLC12A8/SLC24A1/SLC24A2/SLC24A4/TMEM38B",12,"Down-regulated"
"MF","GO:0008514","organic anion transmembrane transporter activity","14/301","158/9100",0.00073201140429418,0.0207617269638993,"AQP9/LOC106885322/LOC106902892/SLC16A14/SLC16A7/SLC17A5/SLC1A7/SLC22A16/SLC38A11/SLC38A8/SLC43A2/SLC4A8/SLC6A8/SLCO2B1",14,"Down-regulated"
"MF","GO:0008376","acetylgalactosaminyltransferase activity","5/301","28/9100",0.00201222432438348,0.0540680774141823,"B3GALNT2/B4GALNT4/GALNT1/GBGT1/LOC106888643",5,"Down-regulated"
"MF","GO:0015291","secondary active transmembrane transporter activity","12/301","140/9100",0.00228923970761415,0.0577029597346643,"LOC106885322/SLC12A3/SLC12A8/SLC16A7/SLC17A5/SLC1A7/SLC24A1/SLC24A2/SLC24A4/SLC4A8/SLC6A8/SLCO2B1",12,"Down-regulated"
"MF","GO:0015081","sodium ion transmembrane transporter activity","10/301","105/9100",0.00242322393475392,0.0577029597346643,"GRIA2/SCN4A/SCNN1B/SLC12A3/SLC1A7/SLC24A1/SLC24A2/SLC24A4/SLC4A8/SLC6A8",10,"Down-regulated"
"MF","GO:0008483","transaminase activity","4/301","18/9100",0.00248658115145254,0.0577029597346643,"AADAT/GFPT2/GPT2/PSAT1",4,"Down-regulated"
"MF","GO:0140677","molecular function activator activity","30/301","537/9100",0.00326269766790567,0.0700049453938821,"ARHGAP26/BMP7/CCL21/CDC42EP4/CHN1/CRH/CSF1/FGF13/KALRN/LOC106891529/LOC106891644/LOC106896489/MDK/MMP17/NRG1/NRP1/PCOLCE2/PDYN/PENK/PRLH/RGS11/RGS12/RGS17/RGS7/RUNDC3A/SH3PXD2A/STARD8/THY1/TIMP2/WNT1",30,"Down-regulated"
"MF","GO:0005262","calcium channel activity","9/301","92/9100",0.00329095413398044,0.0700049453938821,"CACNA1S/CACNG5/JPH3/LOC106891178/LOC106898977/LOXHD1/SLC24A1/SLC24A2/SLC24A4",9,"Down-regulated"
"MF","GO:0008191","metalloendopeptidase inhibitor activity","3/301","10/9100",0.00361664592615311,0.0706645638010252,"FETUB/SPOCK3/TIMP2",3,"Down-regulated"
"MF","GO:0005184","neuropeptide hormone activity","4/301","20/9100",0.00373720837421917,0.0706645638010252,"CRH/PDYN/PENK/PRLH",4,"Down-regulated"
"MF","GO:0160041","neuropeptide activity","4/301","20/9100",0.00373720837421917,0.0706645638010252,"CRH/PDYN/PENK/PRLH",4,"Down-regulated"
"MF","GO:0016769","transferase activity, transferring nitrogenous groups","4/301","21/9100",0.00449804278143894,0.082013186052552,"AADAT/GFPT2/GPT2/PSAT1",4,"Down-regulated"
"MF","GO:0005178","integrin binding","10/301","116/9100",0.00498701339392959,0.0877931577515736,"ACTN2/CASR/ECM2/FBLN5/ICAM1/NRG1/THY1/TIMP2/TSPAN4/VTN",10,"Down-regulated"
"MF","GO:0030545","signaling receptor regulator activity","14/301","196/9100",0.00548659042134012,0.0914318514376044,"BMP7/CCL21/CRH/CSF1/FGF13/LOC106896489/LOC106902095/LYPD1/MDK/NRG1/PDYN/PENK/PRLH/WNT1",14,"Down-regulated"
"MF","GO:0015276","ligand-gated monoatomic ion channel activity","9/301","100/9100",0.00573098615196531,0.0914318514376044,"GABRB2/GABRG2/GRIA2/JPH3/KCNJ2/KCNJ6/LOC106889368/PEX5L/SCNN1B",9,"Down-regulated"
"MF","GO:0022834","ligand-gated channel activity","9/301","100/9100",0.00573098615196531,0.0914318514376044,"GABRB2/GABRG2/GRIA2/JPH3/KCNJ2/KCNJ6/LOC106889368/PEX5L/SCNN1B",9,"Down-regulated"
"MF","GO:0022821","solute:potassium antiporter activity","3/301","12/9100",0.0063125884128571,0.0920783573003217,"SLC24A1/SLC24A2/SLC24A4",3,"Down-regulated"
"MF","GO:0031402","sodium ion binding","3/301","12/9100",0.0063125884128571,0.0920783573003217,"SLC24A1/SLC24A2/SLC24A4",3,"Down-regulated"
"MF","GO:0031681","G-protein beta-subunit binding","3/301","12/9100",0.0063125884128571,0.0920783573003217,"GNG2/RGS11/RGS7",3,"Down-regulated"
