"gene","Tissue","alt_allele_count","ref_allele_count","total_count","inv_allele_ratio","ref_allele_ratio","pvalue","padjust"
"GAN","Raphe",330,192,522,0.632,0.368,1.63299918979089e-09,4.79364278293454e-09
"GAS8","Raphe",444,513,957,0.464,0.536,0.0278877064520167,0.0416029719202216
"GINS2","Raphe",147,486,633,0.232,0.768,2.92704753657974e-43,2.95957028698618e-42
"GSE1","Raphe",464,405,869,0.534,0.466,0.049061409029807,0.0697591909642569
"HAS3","Raphe",43,34,77,0.558,0.442,0.362031797739663,0.433485442030386
"HSBP1","Raphe",7436,9661,17097,0.435,0.565,4.68309330581191e-65,1.06540372707221e-63
"HSD17B2","Raphe",26,0,26,1,0,2.98023223876954e-08,7.95178289164243e-08
"IRF8","Raphe",523,538,1061,0.493,0.507,0.667358357069041,0.740605006015643
"JPH3","Raphe",1079,891,1970,0.548,0.452,2.48497088017629e-05,4.81132659778813e-05
"KCNG4","Raphe",60,56,116,0.517,0.483,0.780739128476269,0.845800722515958
"KIAA0513","Raphe",1725,1437,3162,0.546,0.454,3.26854337619544e-07,8.03884992523743e-07
"KLHDC4","Raphe",458,738,1196,0.383,0.617,5.30752579643722e-16,2.19538567034449e-15
"KLHL36","Raphe",2344,2060,4404,0.532,0.468,1.99154684116872e-05,3.9397991857903e-05
"LOC106888094","Raphe",414,219,633,0.654,0.346,7.70994293613837e-15,3.05045568342866e-14
"LOC106888097","Raphe",679,499,1178,0.576,0.424,1.74098033087385e-07,4.40081139193113e-07
"LOC106888173","Raphe",6319,1774,8093,0.781,0.219,4.94065645841247e-324,4.49599737715534e-322
"LOC106888185","Raphe",212,110,322,0.658,0.342,1.38791939083169e-08,3.82729286562677e-08
"LOC106888312","Raphe",19,6,25,0.76,0.24,0.014633297920227,0.02336193176738
"LOC106888384","Raphe",152,198,350,0.434,0.566,0.0160354732084412,0.0251591045166923
"MC1R","Raphe",5,6,11,0.455,0.545,1,1
"MLYCD","Raphe",1034,1037,2071,0.499,0.501,0.964947194648331,0.989508029823724
"MPHOSPH6","Raphe",1352,1111,2463,0.549,0.451,1.30104242414523e-06,3.11565422624252e-06
"MTHFSD","Raphe",310,263,573,0.541,0.459,0.0545514946541423,0.0763720925157992
"MVD","Raphe",819,795,1614,0.507,0.493,0.566996244576078,0.636995780943496
"NIP7","Raphe",2583,2381,4964,0.52,0.48,0.00432813459248434,0.00703321871278705
"PIEZO1","Raphe",1282,981,2263,0.567,0.433,2.69421311103438e-10,8.45425493462511e-10
"PKD1L2","Raphe",10,11,21,0.476,0.524,1,1
"PLCG2","Raphe",63,179,242,0.26,0.74,4.64033884764233e-14,1.68908334054181e-13
"PPP1R3E","Raphe",7,11,18,0.389,0.611,0.480682373046875,0.560796101888021
"RNF166","Raphe",706,584,1290,0.547,0.453,0.000748474521914903,0.0012851166319671
"RPL13","Raphe",3399,3013,6412,0.53,0.47,1.51400339997084e-06,3.53267459993196e-06
"SDR42E1","Raphe",296,148,444,0.667,0.333,1.90397308681704e-12,6.66390580385964e-12
"SLC22A31","Raphe",295,256,551,0.535,0.465,0.105393179045456,0.14104087195789
"SLC7A5","Raphe",9406,7265,16671,0.564,0.436,7.32308499463563e-62,1.33280146902368e-60
"SNTB2","Raphe",50,63,113,0.442,0.558,0.258862000165316,0.322690986507448
"SPATA2L","Raphe",5176,3295,8471,0.611,0.389,1.69993143604908e-93,5.15645868934888e-92
"SPG7","Raphe",4509,4492,9001,0.501,0.499,0.866076730246869,0.905896350028334
"SPIRE2","Raphe",3211,3605,6816,0.471,0.529,1.9216867830182e-06,4.26520725011357e-06
"TANGO6","Raphe",1333,1447,2780,0.479,0.521,0.0320811444823831,0.0470868410951107
"TCF25","Raphe",431,583,1014,0.425,0.575,2.03012577988748e-06,4.39860585642288e-06
"TERF2","Raphe",1811,1313,3124,0.58,0.42,5.07033825582245e-19,2.42842516463075e-18
"TLDC1","Raphe",1210,1676,2886,0.419,0.581,4.15728154489743e-18,1.89156310292833e-17
"TRAPPC2L","Raphe",736,1303,2039,0.361,0.639,1.70608510251191e-36,1.4113976757144e-35
"USP10","Raphe",317,238,555,0.571,0.429,0.000913473677955309,0.00153937230914691
"UTP4","Raphe",717,587,1304,0.55,0.45,0.000350202247567776,0.000637368090573353
"VPS4A","Raphe",6916,6644,13560,0.51,0.49,0.0199496275180754,0.0307697644770316
"VPS9D1","Raphe",1917,1235,3152,0.608,0.392,4.09754469389045e-34,3.10730472620026e-33
"WFDC1","Raphe",301,57,358,0.841,0.159,3.46233332280672e-41,3.15072332375412e-40
"ZC3H18","Raphe",609,400,1009,0.604,0.396,4.99315454092502e-11,1.6828780119414e-10
"ZCCHC14","Raphe",645,711,1356,0.476,0.524,0.0774986923417011,0.105259417956639
"ZDHHC7","Raphe",453,423,876,0.517,0.483,0.327177281479023,0.396975101527881
"ZFPM1","Raphe",929,748,1677,0.554,0.446,1.08503149364056e-05,2.19417479825091e-05
"ZNF276","Raphe",794,716,1510,0.526,0.474,0.0474951850912103,0.0686041562428593
"ZNF469","Raphe",34,22,56,0.607,0.393,0.140895423598481,0.185818602137127
