"gene","Tissue","alt_allele_count","ref_allele_count","total_count","inv_allele_ratio","ref_allele_ratio","pvalue","padjust"
"RNF166","Hypothalamus",635,511,1146,0.554,0.446,0.000276224219761639,0.000528939995288245
"RPL13","Hypothalamus",3441,3070,6511,0.528,0.472,4.50558217630089e-06,1.15857827390594e-05
"SDR42E1","Hypothalamus",305,124,429,0.711,0.289,1.09394542590466e-18,4.47523128779177e-18
"SLC22A31","Hypothalamus",515,452,967,0.533,0.467,0.0461195665832209,0.0703518812286421
"SLC7A5","Hypothalamus",11833,8821,20654,0.573,0.427,8.35492330738062e-98,1.87985774416064e-96
"SNTB2","Hypothalamus",68,77,145,0.469,0.531,0.506596418570886,0.569920970892247
"SPATA2L","Hypothalamus",5203,3446,8649,0.602,0.398,4.64161318356278e-80,6.96241977534417e-79
"SPG7","Hypothalamus",4710,4838,9548,0.493,0.507,0.193696618374662,0.249038509338852
"SPIRE2","Hypothalamus",3086,3320,6406,0.482,0.518,0.00359791268421785,0.00622715656883858
"TANGO6","Hypothalamus",1381,1421,2802,0.493,0.507,0.461269766306068,0.525497202120838
"TCF25","Hypothalamus",439,550,989,0.444,0.556,0.000463302974529237,0.00086869307724232
"TERF2","Hypothalamus",2078,1394,3472,0.599,0.401,2.93885220653132e-31,1.76331132391879e-30
"TLDC1","Hypothalamus",895,1121,2016,0.444,0.556,5.27129550108652e-07,1.48255185968058e-06
"TRAPPC2L","Hypothalamus",794,1410,2204,0.36,0.64,1.04382039143327e-39,8.54034865718128e-39
"USP10","Hypothalamus",274,237,511,0.536,0.464,0.111172450884793,0.153682389588202
"UTP4","Hypothalamus",869,677,1546,0.562,0.438,1.15254261813537e-06,3.05084810682891e-06
"VPS4A","Hypothalamus",6790,6600,13390,0.507,0.493,0.10239796268859,0.143997135030829
"VPS9D1","Hypothalamus",1525,1052,2577,0.592,0.408,1.12134257090793e-20,4.80575387531968e-20
"WFDC1","Hypothalamus",110,54,164,0.671,0.329,1.46098351493685e-05,3.37150041908504e-05
"ZC3H18","Hypothalamus",642,403,1045,0.614,0.386,1.42233505222296e-13,5.3337564458361e-13
"ZCCHC14","Hypothalamus",751,909,1660,0.452,0.548,0.000115209857571543,0.000241136911196253
"ZDHHC7","Hypothalamus",353,320,673,0.525,0.475,0.217356170570822,0.27180847009571
"ZFPM1","Hypothalamus",841,757,1598,0.526,0.474,0.0378332389023621,0.0587067500209068
"ZNF276","Hypothalamus",665,635,1300,0.512,0.488,0.421225456112947,0.492341442209937
"ZNF469","Hypothalamus",26,14,40,0.65,0.35,0.0806904677519927,0.115272096788561
